textID,text,selected_text,sentiment,cleaned_selected_text
1963583515, i wanted to see that.  enjoy it!,  enjoy,positive,  enjoy
1963594295,never trust someone else`s battery operated power tools when you`re in a hurry,never trust someone else`s battery operated power tools when you`re in a hurry,positive,never trust someone else`s battery operated power tools when you`re in a hurry
1963647537,awww holly  shes so cute! i hope they let her sing again!, cute!,positive, cute!
1963708698, i dunno if he saw it  happy birthday girl!,  happy,positive,  happy
1963732226,_Inc Sounds good. I still like Fridays although it means for me that I have to go to work tomarrow,good.,positive,good.
1963752474,Aww I got to see my 1st grade teacher`s last day before she retired,aww,positive,aww
1963815994,_ Truetrue  But he`s not! xD, but he`s not! xd,positive, but he`s not! xd
1963860620,would like to have a gaming system,like,positive,like
1963907912,"Well, she`s getting through.","well, she`s getting through.",positive,"well, she`s getting through."
1963968076,thanks timmy.  turns out he has strep and a high fever.,thanks,positive,thanks
1963973544,yay that was good umm reggie perrin next.. oh who cares no1`s watching bbc1  lol,good,positive,good
1964015233, aww bless  haha your cute Tom,aww bless haha your cute tom,positive,aww bless haha your cute tom
1964051745," U were great, as always. But, can`t we do an east Germany on noko? Or at least provoke them & then go in 4 the kill."," great,",positive," great,"
1964148143," Hi there.  I agree!  Small children should be running about happy, not breaking down in tears",ut happy,positive,ut happy
1964248588, oh ok  well im sendin lots of love ****,f love,positive,f love
1964251100,in San Jose.   having good time w/ bros.  Also helped dad edit next  Holy Land brochure. wish I could go!,g good,positive,g good
1964288383,thanks do the invite though,thanks,positive,thanks
1964292678, you guys didn`t say hi or answer my questions yesterday  but nice songs.,t nice,positive,t nice
1964456860,"I love summer, but I oddly don`t want this school year to end.",i love,positive,i love
1964497983,Just got a call from my Realtor saying I have another showing on Sunday. No offers yet  but at least there is a lot of interest., interest.,positive, interest.
1964562544, i wish we had sun lollies for me to get addicted  what flavour?, wish,positive, wish
1964573479, i want chinese food really baaad.,i want chinese food really baaad.,positive,i want chinese food really baaad.
1964576559,"  I was lucky, my mom paid for everything for me. I`ll take you shopping!","s lucky,",positive,"s lucky,"
1964620588,Heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy....   <333333333 txt.me.hon!!!,heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy.... <333333333 txt.me.hon!!!,positive,heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy.... <333333333 txt.me.hon!!!
1964784153, LMAO... just saw this. That sounds HELLA good. I have a hair appt at 7, good.,positive, good.
1964806813,Oh joy its gong to be a long weekebd... Yipee :*Â¡,joy,positive,joy
1964835386,_louise  bless ya... I know that feeling all too well!, bless,positive, bless
1964843204,watching the rain and reminiscing about the time when everytime it rained I was with the love of my life.,love of my life.,positive,love of my life.
1964847148,"Wish you were here, babe",wish,positive,wish
1964864221,The graduation ceremony should be starting about now. I really wish I could be there.,wish,positive,wish
1964885956,My lucky lucky friend is at a nickleback concert atm  i wish i was there,lucky,positive,lucky
1964957430,right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail,hope,positive,hope
1965010030,At the bus stop there`s always a big pile of loogies. So. Gross.,so. gross.,positive,so. gross.
1965016870," If I could, I`d send California sunshine your way.", i`d send california sunshine your way.,positive, i`d send california sunshine your way.
1965088976,_Guy Me neither  But itï¿½s getting better, better,positive, better
1965092651," so did you watch?  I`d forgottenmost of it, enjoyed re-seeing it, but paying for it today, my face doesnt bounce back anymore",", enjoyed",positive,", enjoyed"
1965216154,soo **** stressed out...I think I could possibly lose it,soo **** stressed out...i think i could possibly lose it,positive,soo **** stressed out...i think i could possibly lose it
1965289060,_alfradique No fun   Well hopefully you don`t have much more to go...,l hopefully,positive,l hopefully
1965328081,"watching a film, recovering from my operation",recovering,positive,recovering
1965392926," Possibly, yes.","possibly, yes.",positive,"possibly, yes."
1965405686,would some one plese suggest me a great thriller movie,great,positive,great
1965406740,i have problems wih pizza..ii love it too much..i`m so addicted to pizza  and Dot Dot Curve. >,love,positive,love
1965424562,"_ YEEEAH :`D lmao, dentists aren`t nice  espesh after they decide your too old for goodie bags with stickers & awesome toothpaste", awesome,positive, awesome
1965464799, they have nice cakes  why can`t I like them? Haha and you should! That`s sooo gayy though, nice,positive, nice
1965496028,_g1986 a price drop would be nice  I want another one for a backup/blu-ray player.,nice,positive,nice
1965497426, omg wow  I hope everything is ok now,omg wow i hope,positive,omg wow i hope
1965580836, http://twitpic.com/67swx - i wish i was calling you but i can`t from Malta, i wish,positive, i wish
1965594543,Well good job to my two cousins that are graduates! Good luck in life!!!  <never wear your pajama pants to school  >,good,positive,good
1965647884, Fabulous. And I didn`t get that pic  Gmail be acting the fool sometimes. Can u DM me it?,fabulous.,positive,fabulous.
1965668355,#followfriday _1001 cuz ive never been added to anyone`s followfriday either  & cuz he`s got a cool picture, cool,positive, cool
1965734829, Hahah! That was the best! Thank god for Terry he was laughing so hard. I miss him   I remember racing trucks with him that ..., best!,positive, best!
1965758674, Thank yooou! I might have to get it seen to... hm...  ****,thank yooou!,positive,thank yooou!
1965849841,hoping that one day i will be able to go on dates with my 26 year old boyfriend without his parents...,hoping,positive,hoping
1965861014,"Going home to enjoy what is left of the day - I can`t believe how quickly this week flew by, no time for tweets",enjoy,positive,enjoy
1965873018,   But he`s so adorable.,so adorable,positive,so adorable
1965878527,"I love  very much  I called him, but he was talking to other fans  I love you a lot Mitchel! I`ll see u in El Cajon. June 7",i love very much,positive,i love very much
1965891466, omg that was my twin sister`s fav song, fav song,positive, fav song
1965911496,"Well, Sacramento, I hope you appreciate Rivkah Sass & treat her well. I`ll be sitting here in Omaha, pouting",i hope you appreciate,positive,i hope you appreciate
1965931951,Driving home to trade cars  hopefully it makes it! http://myloc.me/21SL, hopefully,positive, hopefully
1966043049,  meebo.com is a free thing & it doesn`t effect the comp that`s what i use .,a free thing,positive,a free thing
1966072241,HEY GUYS IT`S WORKING NO NEED TO WORRY. i have tooo many followers tho ...,no need to worry.,positive,no need to worry.
1966079182,i so can`t be bothered working tomorrow!,i so can`t be bothered,positive,i so can`t be bothered
1966097087, ooh thats an early start  ive got bed planned for that time..ha..LoveYouJonesy ****,..loveyoujonesy,positive,..loveyoujonesy
1966106454,its weird how thinking about may 2nd totally changed my crappy mood to happiness...i miss  so much,its weird how thinking about may 2nd totally changed my crappy mood to happiness...i miss so much,positive,its weird how thinking about may 2nd totally changed my crappy mood to happiness...i miss so much
1966130917,i think that i`m the only 1 on!!!,i think that i`m the only 1 on!!!,positive,i think that i`m the only 1 on!!!
1966162037,Wow what a storm we just had!!! Now no power,wow,positive,wow
1966195423,  it`s very pleasant. i sooo rarely just have time to kill...,y pleasant.,positive,y pleasant.
1966223647,http://yfrog.com/0xoxij Fry bread is good but they only gave me a little pinch of lettuce  ha ha,good,positive,good
1966276528,_in_love scanton?! that`s farrr  elaine got her cartilage pierced! it`s so cute!, it`s so cute!,positive, it`s so cute!
1966276795, im trying to fix it.. it doesnt do it  and its 'ahi dios mio' but u did good lol,d good,positive,d good
1966279217, - ummmm. no comment. LOL. I actually have not watched GH in about a week., lol.,positive, lol.
1966290287,Spoke about culture to some of our Rackers over at the Castle. Now time for some awesome Mexican food. No drinking--antibiotics.,awesome,positive,awesome
1966307338, welcome to my life,welcome to my life,positive,welcome to my life
1966322475, I really wish I could, wish,positive, wish
1966352275, i love the game! that`s my show... suuuppper pissed it got cancelled!,i love,positive,i love
1966425319,"just got home from a nice party, just not tired yet",nice,positive,nice
1966433803,"Playin City of Villains, wishin my buddies were playin with me.....",wishin,positive,wishin
1693956638,And I just love every little thing about you...,love,positive,love
1693956708,I have the Job  this is a nice day it can not be better, nice,positive, nice
1693957642,"is happy  and clean, squeaky clean",happy,positive,happy
1693975310, I`m come and try to find you and be your fan too, fan,positive, fan
1693977783,"Hi all, just recovering from a party, looking forward to an exciting bank holiday around the diy shops...life cant get much better.surely",exciting,positive,exciting
1693977796, Your birthday? WELL Happy birthday, happy,positive, happy
1693994946,heading out to (a long)band practice. last one before our first show on Saturday night. Hope it`s a good one  http://digg.com/u12MIW,hope it`s a good one,positive,hope it`s a good one
1693997236,"True to form, Bank Holiday Monday looks like it might be rainy. Hope it holds off til later, family&friends plan walk and picnic today",hope,positive,hope
1694014873,#musicmonday Nicest Thing from Kate Nash,nicest,positive,nicest
1694015577, Come to Rochester with me and Nikki. Beer and a Hog Roast always helps., helps.,positive, helps.
1694015900,  *shrugs* So do I but it was too funny plus you know you enjoyed it Tweet **** ..   Love you..,.   love you,positive,.   love you
1694016874, Welcome!,welcome!,positive,welcome!
1694032772,___ haha was it good? i bet it was,good?,positive,good?
1694035158,the best things in life are free  x,best,positive,best
1694051754, hello  I`m up late playing on the internet. I love you!,. i love you!,positive,. i love you!
1694053266, Don`t ever turn off the part of your brain that talks ****! That`s where fun comes from, fun,positive, fun
1694053520," Lol - I could have written that - would be good to have 2 Mondays this week, then I might catch up x", good,positive, good
1694054012,"Finished watching Episode 4&5 of Ruby Metaprogramming Screencasts. Lots of cool tips, great! But need to more coding practices to master.","lots of cool tips, great!",positive,"lots of cool tips, great!"
1694054428,yeah so Prom Night is now the Craft (good movie),good,positive,good
1694069540, is new van a nice one, nice,positive, nice
1694070005,"Watched Yes Man, it was good  http://tinyurl.com/dbrc88",good,positive,good
1694071819,Looking at our photo shoot pics...check out our myspace pics to see them...i love them all...,love,positive,love
1694071887,Monday morning bathing - soooo relaxing! If I was a lady of luxury I would start every day like this,relaxing!,positive,relaxing!
1694089648, Good prices for bulk SMS and Premium SMS too  http://promotion.itagg.com,good,positive,good
1694089797," haha! i see...  go, wear BLUE! ) heey, ur watching JONAS! hahaha ) haven`t watched any ep yet.. hope it shows here soon!:p",. hope,positive,. hope
1694090014, oh that totally works too,oh that totally works,positive,oh that totally works
1694090164,But on the bright side...no school,bright side..,positive,bright side..
1694090723," or, Green Day: boulevard of broken dream, Hinder: lips of an angel, Howie Day: collide - that was such a nice song", nice,positive, nice
1694090984, have a safe ride up the coast. Don`t be going 90 even though you can.  when its windy just smile cuz u know u have it better., safe,positive, safe
1694091954, Fighter - Christina Aguilera. LOVE that song, love,positive, love
1694107225,Getting the FAB portraits ready to upload today,fab,positive,fab
1694108872, hope you have a nice relaxing day!!! hope your well  wishing you all the best,hope you have a nice relaxing day!!! hope your well wishing you all the best,positive,hope you have a nice relaxing day!!! hope your well wishing you all the best
1694109724,my newsreader is filling up with blogs  yay! keep pm`ing me your blog sites. I love reading them!, i love,positive, i love
1694110242,"Home, good night world",good,positive,good
1694110579,"no school today, teacher cancelled the lesson  chillin`", chillin`,positive, chillin`
1694126033, jersey weather - and good on you for the charity drive!, good,positive, good
1694126265,"Monday morning lying in bed instead of working is great, more bank holidays required","great,",positive,"great,"
1694127829,wow heather,wow,positive,wow
1694128285, its a nice pair of shoes. i checked other nike shoes if its worth buying... it is, nice,positive, nice
1694143818, Thanks for the hint.  http://tinyurl.com/chtx7e.,thanks,positive,thanks
1694145244," Good idea! I`ll have to remove all the old receipts, tissue paper and other nonsense before I can take a pic",good,positive,good
1694145252,good morning world,good,positive,good
1694145721,it`s nice to leave the office when the sun is still up,nice,positive,nice
1694147082," can I come!?   I`m Merci btw., I have always been so inspired by you since I was a teenager.",so inspire,positive,so inspire
1694162399,Up and washed  I`m clothing myself as I type xD WOOOO, xd woooo,positive, xd woooo
1694166667,after 9 weeks it has finally rained - not quite enough yet but more seems to be coming  the garden is very happy about it., happy,positive, happy
1694181452,got the twilight board game today  good old ebay.., good,positive, good
1694183692," G`night Jonathan! I tried to stay up, I really did. I can`t wait till ur in my timezone! Will be so much easier then!", will be so much easier then!,positive, will be so much easier then!
1694183902, now i`m done! good nite, good,positive, good
1694184370," Same here - events + writing songs. But I just finished my TMNT vs MMPR song, so I`m excited to record that on Wednesday", excited,positive, excited
1694200123," Oh, and a very good review", good,positive, good
1694200425,fully inspired to write a song.,fully inspired,positive,fully inspired
1694200633, Hope you did great - you certainly spent enough time studying.,hope you did great,positive,hope you did great
1694203916,Ohh i forgot to tell you last night that when i was a alton towers i touched a shark  it was amazing !!!! it was nt a massive one tho, amazing,positive, amazing
1694222598, Great idea,great idea,positive,great idea
1694240040,_liden Thanks for the follow Tove!,thanks,positive,thanks
1694240470," I do my humble best  Going on a works paintball day soon so that should fuel a few strips, no doubt", best,positive, best
1694240900," Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  ht.. http://twurl.nl/oaerf4",thanks,positive,thanks
1694254872,_bear i like you,i like you,positive,i like you
1694256275,"is back at working auditing away, time to make the hard decisions and be happy",happy,positive,happy
1694258095, oh ok thanks, thanks,positive, thanks
1694273222," yeah, so quick! And I`m using the 5mm addi`s I bought on Sat and it makes it even smoother", it makes it even smoother,positive, it makes it even smoother
1694273542,Happy Star Wars Day  May the fourth be with you!,happy,positive,happy
1694274680,Ohh grandpas.. Stable.. Won`t kno all details til tomorrow when I visit... Keep him me and my fam in ur prayers..thank you  ... Goodnite,.thank you,positive,.thank you
1694276070,"study all day.  just finished my care plan.  hungry as hell!  ima go treat myself with a burrito, for a good days work", a goo,positive, a goo
1694276775, yes yes you should! Especially with wine and mushrooms!! Ummm I love mushies, love,positive, love
1694291243, guns and roses baby! yay!  was hopin you would blip.fm it, yay!,positive, yay!
1694292825,Packing gym bag. Off to the gym in a bit. Squee! I`m my happiest whem I`m on the go.,happiest,positive,happiest
1694294078, YOU LOOKED ABSOLUTELY BEAUTIFUL AND ELEGANT., beautiful and elegant.,positive, beautiful and elegant.
1694309605, oh really  hopefully it was a good one. I just was trying to get your attention thats all,  hopefully,positive,  hopefully
1694311271,"morning, how is everone? sing to me  You tuck me in, Turn out the light, kept me safe and sound at night. (8)", safe,positive, safe
1694327803,Down in Wellington for the Monet Exhibition. Casually just bumped into Wayne Brady in our hotel lobby!!  Mega exciting!!!, mega exciting!!!,positive, mega exciting!!!
1694327901," You seem nice, you`re generous and you know your stuff"," nice,",positive," nice,"
1694328035," Well, good luck then.", good,positive, good
1694345120,  tis very useful indeed esp. for newbies like me!,y useful,positive,y useful
1694346172,"Weather is lovely, I`m headed home via supermarket. Planning to spend some quality time knitting tonight.","lovely,",positive,"lovely,"
1694346321,I should have posted this for the world Pinhole day   I Love this picture. http://twitpic.com/4jb4d,  i love,positive,  i love
1694347869, hahaha niene ur soo smart.! lmao i think that is who its by..  good lookin.. whts up gurlie?? i come home this weekend.!,  good,positive,  good
1694364098," Ahhh!  OK, remember the film now.  Never saw it though, will have to check it out. Thanks",t. thank,positive,t. thank
1694365429,my it teacher made the lamest joke today about darth vaders birthday cuz it was may 4th. lol i love it. Happy STAR WARS Day everyone!  !!!,i love it.,positive,i love it.
1694366445, Hahahahahahahaha hope so.. I hope you`ll like it,hahahahahahahaha hope so.. i hope you`ll like it,positive,hahahahahahahaha hope so.. i hope you`ll like it
1694366728,We just hit 10000 views on myspace! Thanks everyone!,thanks,positive,thanks
1694367053,thanks to  and i`m now on twitter!,thanks,positive,thanks
1694367670," He loved it, so Happy Birthday!!!   He said you sounded like a mixture of John Lennon, Chrissie Hynde, and Janis Joplin.", loved,positive, loved
1694381742, Its WoW! effect  Thanks for the update.,  thanks,positive,  thanks
1694382242,`s current goal is to lose 10 pounds by next tuesday! 120 here i come   soooo ready for Gatlinburg!,  soooo ready,positive,  soooo ready
